IP,Country,City,Organization,ISP,ASN,Ports,Vulnerabilities,OS,Source_Count,Sources
162.142.125.37,,,,,,,,,1,Malwares and Logs/access.log
108.162.220.89,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.113,,,,,,,,,1,Malwares and Logs/access.log
110.45.165.166,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
205.210.31.217,,,,,,,,,1,Malwares and Logs/access.log
139.59.95.210,,,,,,,,,1,Malwares and Logs/access.log
58.102.100.9,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
60.196.150.4,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
88.214.25.63,,,,,,,,,1,Malwares and Logs/access.log
89.252.189.174,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.112.221,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
18.175.153.243,,,,,,,,,1,Malwares and Logs/access.log
154.223.139.86,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.145.53,,,,,,,,,1,Malwares and Logs/access.log
157.245.54.121,,,,,,,,,1,Malwares and Logs/access.log
194.126.1.188,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
212.129.31.58,,,,,,,,,1,Malwares and Logs/access.log
121.128.1.162,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
211.115.208.203,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.142.125.209,,,,,,,,,1,Malwares and Logs/access.log
47.250.139.9,,,,,,,,,1,Malwares and Logs/access.log
128.199.200.11,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.132.228.140,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0046-0050.md
199.45.155.89,,,,,,,,,1,Malwares and Logs/access.log
185.18.236.16,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.221,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.112,,,,,,,,,1,Malwares and Logs/access.log
162.158.48.173,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.111.219,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.16.38.158,,,,,,,,,1,Malwares and Logs/access.log
18.171.235.13,,,,,,,,,1,Malwares and Logs/access.log
49.235.173.19,,,,,,,,,1,Malwares and Logs/access.log
117.33.163.216,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.222.55,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.250.94.108,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.90.61.155,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.78,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.169,,,,,,,,,1,Malwares and Logs/access.log
183.104.26.8,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
147.185.132.19,,,,,,,,,1,Malwares and Logs/access.log
185.218.125.245,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.166,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.64,,,,,,,,,1,Malwares and Logs/access.log
176.53.216.59,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
170.64.236.148,,,,,,,,,1,Malwares and Logs/access.log
110.45.247.238,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
152.39.233.190,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
1.235.214.70,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
213.32.32.87,,,,,,,,,1,Malwares and Logs/access.log
111.231.12.66,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
93.158.90.41,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
95.164.158.42,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
194.146.93.216,,,,,,,,,1,Malwares and Logs/access.log
141.101.105.3,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.154.98.170,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.218.182,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.247.137.51,,,,,,,,,1,Malwares and Logs/access.log
210.206.223.64,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
89.104.110.169,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.238.237,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.61.86,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.134.142.8,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
182.138.158.11,,,,,,,,,1,Malwares and Logs/access.log
162.158.171.26,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
159.89.116.12,,,,,,,,,1,Malwares and Logs/access.log
89.104.100.141,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.217.95,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
210.96.167.12,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
126.0.0.0,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
154.212.141.163,,,,,,,,,1,Malwares and Logs/access.log
176.53.216.75,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.178,,,,,,,,,1,Malwares and Logs/access.log
68.183.227.31,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.216,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.214,,,,,,,,,1,Malwares and Logs/access.log
210.105.96.17,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
213.236.56.117,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/SA_Proxyshell_target.txt
43.159.144.16,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.223.38,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.52,,,,,,,,,1,Malwares and Logs/access.log
46.4.33.48,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.131,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.157,,,,,,,,,1,Malwares and Logs/access.log
176.53.221.84,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.141.63.55,,,,,,,,,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0003-0004.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0009-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/phishing hervpdf/analysis_pages_0013-0013.md
111.7.96.153,,,,,,,,,1,Malwares and Logs/access.log
43.153.71.12,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
62.210.90.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
179.60.149.8,,,,,,,,,1,Malwares and Logs/access.log
144.126.236.156,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.13,,,,,,,,,1,Malwares and Logs/access.log
165.154.104.103,,,,,,,,,1,Malwares and Logs/access.log
165.22.83.85,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.69,,,,,,,,,1,Malwares and Logs/access.log
176.53.221.60,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
35.203.210.195,,,,,,,,,1,Malwares and Logs/access.log
35.231.217.80,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.101.192,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.12.18.222,,,,,,,,,1,Malwares and Logs/access.log
176.53.220.100,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
51.81.110.63,,,,,,,,,1,Malwares and Logs/access.log
194.90.73.67,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0011-0012.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md
167.71.17.20,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.75,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.227,,,,,,,,,1,Malwares and Logs/access.log
59.10.104.29,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.170.15,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.198.210,,,,,,,,,1,Malwares and Logs/access.log
185.11.61.179,,,,,,,,,1,Malwares and Logs/access.log
35.238.242.93,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.134.203,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
77.78.12.222,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.141,,,,,,,,,1,Malwares and Logs/access.log
162.158.172.224,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.56,,,,,,,,,1,Malwares and Logs/access.log
154.223.139.100,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
123.160.175.112,,,,,,,,,1,Malwares and Logs/access.log
18.217.53.56,,,,,,,,,1,Malwares and Logs/access.log
64.225.19.32,,,,,,,,,1,Malwares and Logs/access.log
165.227.193.73,,,,,,,,,1,Malwares and Logs/access.log
185.37.232.126,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
5.160.72.235,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
176.53.222.122,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
52.91.204.52,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.64,,,,,,,,,1,Malwares and Logs/access.log
45.90.63.203,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.48,,,,,,,,,1,Malwares and Logs/access.log
103.12.248.175,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.223.116,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.86.202.95,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
143.110.188.50,,,,,,,,,1,Malwares and Logs/access.log
185.54.96.197,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
185.142.124.20,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
167.248.133.125,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.206,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.164,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.37,,,,,,,,,1,Malwares and Logs/access.log
162.158.170.225,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.212.141.225,,,,,,,,,1,Malwares and Logs/access.log
162.158.95.36,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
141.101.76.180,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.239,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.84,,,,,,,,,1,Malwares and Logs/access.log
34.60.36.125,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.247.137.230,,,,,,,,,1,Malwares and Logs/access.log
167.94.146.55,,,,,,,,,1,Malwares and Logs/access.log
89.104.111.138,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.221.231,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
193.37.252.67,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.122,,,,,,,,,1,Malwares and Logs/access.log
45.90.63.55,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
54.145.179.168,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.193,,,,,,,,,1,Malwares and Logs/access.log
51.91.174.247,,,,,,,,,1,Malwares and Logs/access.log
34.96.52.84,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.158,,,,,,,,,1,Malwares and Logs/access.log
179.60.149.54,,,,,,,,,1,Malwares and Logs/access.log
38.129.103.146,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.88.186.251,,,,,,,,,1,Malwares and Logs/access.log
178.252.191.163,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
207.154.255.215,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.32,,,,,,,,,1,Malwares and Logs/access.log
162.158.110.192,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.33.10.67,,,,,,,,,1,Malwares and Logs/access.log
79.110.49.208,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.138,,,,,,,,,1,Malwares and Logs/access.log
222.98.239.140,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
130.211.54.158,,,,,,,,,1,Malwares and Logs/access.log
111.7.106.105,,,,,,,,,1,Malwares and Logs/access.log
78.89.184.155,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
49.51.183.220,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
91.92.204.96,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
58.120.46.151,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
152.32.200.213,,,,,,,,,1,Malwares and Logs/access.log
162.158.203.108,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.66.68.165,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
121.65.247.57,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
89.104.111.107,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.113.89.176,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.169,,,,,,,,,1,Malwares and Logs/access.log
167.94.146.51,,,,,,,,,1,Malwares and Logs/access.log
185.147.124.57,,,,,,,,,1,Malwares and Logs/access.log
61.38.234.7,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
34.73.134.194,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.61.221,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.176,,,,,,,,,1,Malwares and Logs/access.log
43.133.139.50,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.38,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.208,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.231,,,,,,,,,1,Malwares and Logs/access.log
216.244.66.233,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.135.81,,,,,,,,,1,Malwares and Logs/access.log
88.214.25.65,,,,,,,,,1,Malwares and Logs/access.log
211.60.199.72,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.222.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.46,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.117,,,,,,,,,1,Malwares and Logs/access.log
89.104.101.153,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.110.76,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.227.254.48,,,,,,,,,1,Malwares and Logs/access.log
218.153.5.97,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
179.43.177.130,,,,,,,,,1,Malwares and Logs/access.log
195.62.30.2,,,,,,,,,4,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0011-0012.md
176.53.216.73,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.214,,,,,,,,,1,Malwares and Logs/access.log
167.248.133.36,,,,,,,,,1,Malwares and Logs/access.log
128.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.145.106,,,,,,,,,1,Malwares and Logs/access.log
61.33.230.63,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
141.101.96.55,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.95.148,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.221.134,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
88.214.25.64,,,,,,,,,1,Malwares and Logs/access.log
203.253.179.26,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
27.115.124.53,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.235,,,,,,,,,1,Malwares and Logs/access.log
91.198.205.29,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
87.236.176.11,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.193,,,,,,,,,1,Malwares and Logs/access.log
154.213.184.53,,,,,,,,,1,Malwares and Logs/access.log
188.166.246.5,,,,,,,,,1,Malwares and Logs/access.log
220.149.210.32,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.79.2.118,,,,,,,,,1,Malwares and Logs/access.log
43.129.58.235,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
218.144.156.78,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
52.90.103.18,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
221.163.10.13,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
18.171.252.170,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.212,,,,,,,,,1,Malwares and Logs/access.log
138.199.60.6,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
122.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
210.116.77.194,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
84.247.149.159,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.60,,,,,,,,,1,Malwares and Logs/access.log
162.158.94.114,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.60.190,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.94.183,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.110.1,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.179.90.170,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md
134.209.223.79,,,,,,,,,1,Malwares and Logs/access.log
211.109.20.150,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
35.88.72.63,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.119,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.16,,,,,,,,,1,Malwares and Logs/access.log
135.148.25.112,,,,,,,,,1,Malwares and Logs/access.log
168.151.111.15,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.179.71.22,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0033-0034.md
176.53.222.81,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.223.120,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.247.137.4,,,,,,,,,1,Malwares and Logs/access.log
43.131.63.253,,,,,,,,,1,Malwares and Logs/access.log
147.45.112.222,,,,,,,,,1,Malwares and Logs/access.log
188.132.183.187,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.91,,,,,,,,,1,Malwares and Logs/access.log
45.90.60.216,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
178.128.228.234,,,,,,,,,1,Malwares and Logs/access.log
89.104.110.101,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
141.101.76.4,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.167,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
36.99.136.128,,,,,,,,,1,Malwares and Logs/access.log
91.238.181.24,,,,,,,,,1,Malwares and Logs/access.log
185.95.152.161,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
35.95.140.79,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
5.10.250.18,,,,,,,,,1,Malwares and Logs/access.log
176.53.217.198,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
218.147.25.31,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.202.66,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.206,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.222,,,,,,,,,1,Malwares and Logs/access.log
111.7.100.22,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.118,,,,,,,,,1,Malwares and Logs/access.log
211.118.37.2,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
205.210.31.23,,,,,,,,,1,Malwares and Logs/access.log
124.137.132.10,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.216.108,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
112.217.124.44,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
165.154.206.222,,,,,,,,,1,Malwares and Logs/access.log
218.236.172.137,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
3.35.58.43,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
